nutrition_log_id,member_id,log_date,meal_type,food_id,food_name,serving_size_g,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g
NL00005847,MEM001561,2024-07-15,Snack,FOOD0012,egg whites,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00005848,MEM001529,2024-10-22,Lunch,FOOD0057,kiwi,240.0,240.0,7.2,36.0,7.2,3.6,10.8
NL00005849,MEM001289,2024-12-06,Post-Workout,FOOD0018,cottage cheese,300.0,300.0,9.0,45.0,9.0,4.5,13.5
NL00005850,MEM000834,2024-03-11,Post-Workout,FOOD0073,cheese,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00005851,MEM001594,2024-05-26,Post-Workout,FOOD0027,sweet potato,140.0,120.4,2.2,28.0,0.1,2.8,8.4
NL00005852,MEM001935,2024-08-08,Breakfast,FOOD0012,egg whites,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00005853,MEM000320,2024-07-03,Breakfast,FOOD0009,shrimp,250.0,300.0,60.0,0.0,5.0,0.0,0.0
NL00005854,MEM001048,2024-02-05,Lunch,FOOD0070,sunflower seeds,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00005855,MEM001867,2024-02-09,Breakfast,FOOD0067,flax seeds,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00005856,MEM001548,2024-07-10,Breakfast,FOOD0033,spinach,250.0,57.5,7.2,9.0,1.0,1.0,2.8
NL00005857,MEM001503,2024-06-24,Snack,FOOD0025,white bread,290.0,348.0,8.7,72.5,2.9,7.2,21.8
NL00005858,MEM000694,2024-03-31,Breakfast,FOOD0007,tuna,120.0,158.4,33.6,0.0,1.6,0.0,0.0
NL00005859,MEM000190,2024-01-20,Post-Workout,FOOD0056,pear,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00005860,MEM002197,2024-03-17,Lunch,FOOD0023,oatmeal,290.0,197.2,7.0,34.8,4.1,3.5,10.4
NL00005861,MEM000402,2024-08-04,Post-Workout,FOOD0010,cod,110.0,132.0,26.4,0.0,2.2,0.0,0.0
NL00005862,MEM000340,2024-08-27,Breakfast,FOOD0048,orange,160.0,96.0,0.8,24.0,0.3,2.4,7.2
NL00005863,MEM000696,2024-05-05,Post-Workout,FOOD0013,turkey breast,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00005864,MEM002214,2024-11-05,Snack,FOOD0079,granola bar,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00005865,MEM000612,2024-02-23,Post-Workout,FOOD0070,sunflower seeds,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00005866,MEM002233,2024-05-05,Breakfast,FOOD0073,cheese,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00005867,MEM000048,2024-04-15,Snack,FOOD0029,couscous,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00005868,MEM000316,2024-02-25,Dinner,FOOD0026,pasta,170.0,222.7,8.5,42.5,1.9,4.2,12.8
NL00005869,MEM000341,2024-12-03,Snack,FOOD0073,cheese,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00005870,MEM001921,2024-02-13,Post-Workout,FOOD0005,pork chop,270.0,675.0,70.2,0.0,45.9,0.0,0.0
NL00005871,MEM001281,2024-08-18,Lunch,FOOD0008,tilapia,190.0,228.0,45.6,0.0,3.8,0.0,0.0
NL00005872,MEM000787,2024-10-24,Snack,FOOD0043,brussels sprouts,160.0,160.0,4.8,24.0,4.8,2.4,7.2
NL00005873,MEM000770,2024-08-28,Post-Workout,FOOD0003,ground beef,250.0,625.0,65.0,0.0,42.5,0.0,0.0
NL00005874,MEM000487,2024-04-22,Dinner,FOOD0033,spinach,60.0,13.8,1.7,2.2,0.2,0.2,0.7
NL00005875,MEM000437,2024-10-04,Dinner,FOOD0063,almond butter,300.0,300.0,9.0,45.0,9.0,4.5,13.5
NL00005876,MEM001974,2024-10-04,Lunch,FOOD0076,yogurt,110.0,64.9,11.0,4.0,0.4,0.4,1.2
NL00005877,MEM001572,2024-01-17,Dinner,FOOD0030,bagel,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00005878,MEM001051,2024-11-25,Post-Workout,FOOD0079,granola bar,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00005879,MEM000290,2024-04-10,Post-Workout,FOOD0035,carrots,270.0,67.5,2.7,13.5,0.5,1.4,4.1
NL00005880,MEM001878,2024-05-09,Snack,FOOD0035,carrots,120.0,30.0,1.2,6.0,0.2,0.6,1.8
NL00005881,MEM000956,2024-02-05,Lunch,FOOD0008,tilapia,180.0,216.0,43.2,0.0,3.6,0.0,0.0
NL00005882,MEM001766,2024-02-03,Breakfast,FOOD0020,brown rice,150.0,168.0,3.9,36.0,1.4,3.6,10.8
NL00005883,MEM001599,2024-07-12,Breakfast,FOOD0033,spinach,220.0,50.6,6.4,7.9,0.9,0.9,2.4
NL00005884,MEM000054,2024-09-04,Snack,FOOD0083,dark chocolate,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00005885,MEM000513,2024-11-13,Snack,FOOD0066,chia seeds,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00005886,MEM001077,2024-05-01,Breakfast,FOOD0012,egg whites,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00005887,MEM002316,2024-02-13,Breakfast,FOOD0040,asparagus,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00005888,MEM002073,2024-09-01,Lunch,FOOD0027,sweet potato,70.0,60.2,1.1,14.0,0.1,1.4,4.2
NL00005889,MEM002500,2024-01-13,Lunch,FOOD0085,maple syrup,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00005890,MEM000632,2024-03-24,Breakfast,FOOD0002,chicken thigh,160.0,334.4,41.6,0.0,17.6,0.0,0.0
NL00005891,MEM000975,2024-08-18,Lunch,FOOD0044,zucchini,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00005892,MEM001115,2024-02-01,Lunch,FOOD0029,couscous,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00005893,MEM000183,2024-07-06,Lunch,FOOD0018,cottage cheese,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00005894,MEM001817,2024-10-21,Breakfast,FOOD0008,tilapia,170.0,204.0,40.8,0.0,3.4,0.0,0.0
NL00005895,MEM002472,2024-01-27,Breakfast,FOOD0026,pasta,130.0,170.3,6.5,32.5,1.4,3.2,9.8
NL00005896,MEM000335,2024-12-06,Snack,FOOD0053,grapes,230.0,138.0,1.2,34.5,0.5,3.4,10.4
NL00005897,MEM000880,2024-07-07,Lunch,FOOD0073,cheese,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00005898,MEM002135,2024-02-18,Post-Workout,FOOD0058,grapefruit,180.0,108.0,0.9,27.0,0.4,2.7,8.1
NL00005899,MEM000862,2024-01-21,Dinner,FOOD0047,apple,150.0,78.0,0.4,21.0,0.3,2.1,6.3
NL00005900,MEM001598,2024-09-01,Post-Workout,FOOD0017,protein powder,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00005901,MEM000686,2024-04-28,Lunch,FOOD0013,turkey breast,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00005902,MEM001767,2024-03-16,Snack,FOOD0034,kale,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00005903,MEM001484,2024-01-15,Lunch,FOOD0028,potato,160.0,137.6,2.6,32.0,0.2,3.2,9.6
NL00005904,MEM000835,2024-12-13,Snack,FOOD0041,green beans,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00005905,MEM001831,2024-03-29,Snack,FOOD0072,milk,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00005906,MEM000104,2024-11-24,Dinner,FOOD0027,sweet potato,60.0,51.6,1.0,12.0,0.1,1.2,3.6
NL00005907,MEM002099,2024-12-06,Post-Workout,FOOD0071,greek yogurt,300.0,177.0,30.0,10.8,1.2,1.2,3.3
NL00005908,MEM002042,2024-07-31,Snack,FOOD0054,watermelon,140.0,84.0,0.7,21.0,0.3,2.1,6.3
NL00005909,MEM001582,2024-03-15,Post-Workout,FOOD0053,grapes,100.0,60.0,0.5,15.0,0.2,1.5,4.5
NL00005910,MEM001697,2024-02-08,Lunch,FOOD0050,blueberry,220.0,132.0,1.1,33.0,0.4,3.3,9.9
NL00005911,MEM000619,2024-07-09,Dinner,FOOD0063,almond butter,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00005912,MEM001192,2024-08-28,Breakfast,FOOD0059,avocado,190.0,304.0,3.8,16.2,28.5,1.7,4.8
NL00005913,MEM001085,2024-05-02,Breakfast,FOOD0031,tortilla,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00005914,MEM001876,2024-02-23,Breakfast,FOOD0018,cottage cheese,50.0,50.0,1.5,7.5,1.5,0.8,2.2
NL00005915,MEM001883,2024-11-26,Snack,FOOD0019,white rice,100.0,130.0,2.7,28.0,0.3,2.8,8.4
NL00005916,MEM000669,2024-11-04,Dinner,FOOD0041,green beans,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00005917,MEM001350,2024-03-16,Breakfast,FOOD0058,grapefruit,100.0,60.0,0.5,15.0,0.2,1.5,4.5
NL00005918,MEM001699,2024-05-05,Dinner,FOOD0080,protein bar,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00005919,MEM002041,2024-11-23,Post-Workout,FOOD0059,avocado,190.0,304.0,3.8,16.2,28.5,1.7,4.8
NL00005920,MEM002407,2024-09-22,Breakfast,FOOD0038,cucumber,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00005921,MEM001657,2024-12-07,Post-Workout,FOOD0077,whey protein,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00005922,MEM000065,2024-02-03,Dinner,FOOD0050,blueberry,80.0,48.0,0.4,12.0,0.2,1.2,3.6
NL00005923,MEM002167,2024-03-06,Post-Workout,FOOD0008,tilapia,290.0,348.0,69.6,0.0,5.8,0.0,0.0
NL00005924,MEM000238,2024-01-16,Lunch,FOOD0035,carrots,90.0,22.5,0.9,4.5,0.2,0.4,1.4
NL00005925,MEM000827,2024-10-14,Post-Workout,FOOD0024,whole wheat bread,110.0,132.0,3.3,27.5,1.1,2.8,8.2
NL00005926,MEM000085,2024-08-27,Post-Workout,FOOD0062,peanut butter,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00005927,MEM000313,2024-07-23,Lunch,FOOD0025,white bread,220.0,264.0,6.6,55.0,2.2,5.5,16.5
NL00005928,MEM001450,2024-05-07,Breakfast,FOOD0052,pineapple,150.0,78.0,0.4,21.0,0.3,2.1,6.3
NL00005929,MEM001895,2024-04-23,Snack,FOOD0065,coconut oil,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00005930,MEM001680,2024-11-06,Post-Workout,FOOD0045,mushrooms,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00005931,MEM000022,2024-10-30,Post-Workout,FOOD0081,rice cakes,270.0,324.0,8.1,67.5,2.7,6.8,20.2
NL00005932,MEM000286,2024-03-07,Breakfast,FOOD0029,couscous,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00005933,MEM000394,2024-07-27,Breakfast,FOOD0026,pasta,90.0,117.9,4.5,22.5,1.0,2.2,6.8
NL00005934,MEM001995,2024-05-04,Breakfast,FOOD0012,egg whites,130.0,130.0,3.9,19.5,3.9,2.0,5.9
NL00005935,MEM000358,2024-12-08,Lunch,FOOD0071,greek yogurt,230.0,135.7,23.0,8.3,0.9,0.9,2.5
NL00005936,MEM001492,2024-07-20,Breakfast,FOOD0001,chicken breast,280.0,462.0,86.8,0.0,10.1,0.0,0.0
NL00005937,MEM001563,2024-07-15,Lunch,FOOD0029,couscous,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00005938,MEM001010,2024-10-07,Snack,FOOD0019,white rice,120.0,156.0,3.2,33.6,0.4,3.4,10.1
NL00005939,MEM000192,2024-02-28,Lunch,FOOD0003,ground beef,290.0,725.0,75.4,0.0,49.3,0.0,0.0
NL00005940,MEM002274,2024-06-02,Snack,FOOD0052,pineapple,100.0,52.0,0.3,14.0,0.2,1.4,4.2
NL00005941,MEM001508,2024-08-08,Snack,FOOD0053,grapes,180.0,108.0,0.9,27.0,0.4,2.7,8.1
NL00005942,MEM002055,2024-03-04,Snack,FOOD0048,orange,130.0,78.0,0.6,19.5,0.3,2.0,5.9
NL00005943,MEM002415,2024-10-11,Lunch,FOOD0005,pork chop,210.0,525.0,54.6,0.0,35.7,0.0,0.0
NL00005944,MEM000455,2024-08-07,Post-Workout,FOOD0015,tofu,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00005945,MEM002232,2024-01-16,Dinner,FOOD0014,ground turkey,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00005946,MEM000498,2024-11-19,Lunch,FOOD0019,white rice,290.0,377.0,7.8,81.2,0.9,8.1,24.4
NL00005947,MEM002017,2024-01-18,Snack,FOOD0020,brown rice,80.0,89.6,2.1,19.2,0.7,1.9,5.8
NL00005948,MEM000878,2024-07-01,Dinner,FOOD0046,banana,120.0,106.8,1.3,27.6,0.4,2.8,8.3
NL00005949,MEM000700,2024-11-27,Post-Workout,FOOD0029,couscous,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00005950,MEM001598,2024-07-03,Lunch,FOOD0033,spinach,70.0,16.1,2.0,2.5,0.3,0.3,0.8
NL00005951,MEM000307,2024-06-27,Lunch,FOOD0032,broccoli,220.0,74.8,6.2,15.4,0.9,1.5,4.6
NL00005952,MEM001468,2024-03-31,Lunch,FOOD0012,egg whites,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00005953,MEM001012,2024-08-15,Breakfast,FOOD0023,oatmeal,60.0,40.8,1.4,7.2,0.8,0.7,2.2
NL00005954,MEM001388,2024-04-05,Lunch,FOOD0058,grapefruit,170.0,102.0,0.8,25.5,0.3,2.6,7.6
NL00005955,MEM002288,2024-12-12,Snack,FOOD0056,pear,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00005956,MEM001679,2024-09-25,Breakfast,FOOD0061,walnuts,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00005957,MEM002430,2024-08-07,Post-Workout,FOOD0020,brown rice,210.0,235.2,5.5,50.4,1.9,5.0,15.1
NL00005958,MEM000206,2024-05-09,Post-Workout,FOOD0079,granola bar,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00005959,MEM002178,2024-01-12,Dinner,FOOD0006,salmon,230.0,473.8,50.6,0.0,29.9,0.0,0.0
NL00005960,MEM000399,2024-11-16,Post-Workout,FOOD0054,watermelon,180.0,108.0,0.9,27.0,0.4,2.7,8.1
NL00005961,MEM002237,2024-02-07,Lunch,FOOD0053,grapes,180.0,108.0,0.9,27.0,0.4,2.7,8.1
NL00005962,MEM000015,2024-07-07,Post-Workout,FOOD0060,almonds,130.0,752.7,27.3,28.6,65.0,2.9,8.6
NL00005963,MEM000601,2024-03-12,Lunch,FOOD0027,sweet potato,60.0,51.6,1.0,12.0,0.1,1.2,3.6
NL00005964,MEM002055,2024-04-12,Breakfast,FOOD0025,white bread,60.0,72.0,1.8,15.0,0.6,1.5,4.5
NL00005965,MEM000899,2024-11-06,Breakfast,FOOD0074,mozzarella,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00005966,MEM000775,2024-11-17,Breakfast,FOOD0032,broccoli,110.0,37.4,3.1,7.7,0.4,0.8,2.3
NL00005967,MEM001202,2024-12-10,Breakfast,FOOD0078,butter,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00005968,MEM002066,2024-07-27,Breakfast,FOOD0055,peach,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00005969,MEM001426,2024-09-15,Post-Workout,FOOD0028,potato,160.0,137.6,2.6,32.0,0.2,3.2,9.6
NL00005970,MEM001849,2024-01-28,Post-Workout,FOOD0054,watermelon,190.0,114.0,1.0,28.5,0.4,2.8,8.5
NL00005971,MEM002016,2024-12-04,Dinner,FOOD0033,spinach,280.0,64.4,8.1,10.1,1.1,1.1,3.1
NL00005972,MEM002331,2024-05-03,Breakfast,FOOD0077,whey protein,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00005973,MEM001745,2024-03-15,Snack,FOOD0051,mango,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00005974,MEM000321,2024-01-21,Lunch,FOOD0076,yogurt,60.0,35.4,6.0,2.2,0.2,0.2,0.7
NL00005975,MEM002312,2024-01-03,Lunch,FOOD0077,whey protein,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00005976,MEM001526,2024-03-20,Post-Workout,FOOD0064,olive oil,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00005977,MEM002265,2024-07-01,Snack,FOOD0001,chicken breast,250.0,412.5,77.5,0.0,9.0,0.0,0.0
NL00005978,MEM001402,2024-01-04,Snack,FOOD0042,cauliflower,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00005979,MEM002114,2024-03-18,Post-Workout,FOOD0007,tuna,170.0,224.4,47.6,0.0,2.2,0.0,0.0
NL00005980,MEM001555,2024-11-29,Post-Workout,FOOD0012,egg whites,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00005981,MEM000130,2024-03-17,Lunch,FOOD0044,zucchini,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00005982,MEM000732,2024-09-16,Breakfast,FOOD0020,brown rice,170.0,190.4,4.4,40.8,1.5,4.1,12.2
NL00005983,MEM001158,2024-10-30,Lunch,FOOD0085,maple syrup,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00005984,MEM002416,2024-04-16,Dinner,FOOD0042,cauliflower,60.0,60.0,1.8,9.0,1.8,0.9,2.7
NL00005985,MEM002194,2024-10-07,Breakfast,FOOD0036,bell pepper,70.0,17.5,0.7,3.5,0.1,0.4,1.0
NL00005986,MEM000004,2024-09-16,Lunch,FOOD0070,sunflower seeds,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00005987,MEM001841,2024-03-20,Snack,FOOD0026,pasta,270.0,353.7,13.5,67.5,3.0,6.8,20.2
NL00005988,MEM001778,2024-07-24,Breakfast,FOOD0074,mozzarella,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00005989,MEM002273,2024-02-13,Breakfast,FOOD0085,maple syrup,290.0,290.0,8.7,43.5,8.7,4.4,13.0
NL00005990,MEM002386,2024-02-03,Dinner,FOOD0012,egg whites,120.0,120.0,3.6,18.0,3.6,1.8,5.4
NL00005991,MEM001839,2024-01-23,Breakfast,FOOD0039,lettuce,90.0,22.5,0.9,4.5,0.2,0.4,1.4
NL00005992,MEM002421,2024-06-05,Snack,FOOD0083,dark chocolate,260.0,260.0,7.8,39.0,7.8,3.9,11.7
NL00005993,MEM000041,2024-07-09,Dinner,FOOD0058,grapefruit,210.0,126.0,1.0,31.5,0.4,3.2,9.5
NL00005994,MEM001124,2024-07-13,Breakfast,FOOD0014,ground turkey,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00005995,MEM001637,2024-11-22,Snack,FOOD0074,mozzarella,170.0,170.0,5.1,25.5,5.1,2.6,7.6
NL00005996,MEM001658,2024-08-14,Lunch,FOOD0023,oatmeal,170.0,115.6,4.1,20.4,2.4,2.0,6.1
NL00005997,MEM001307,2024-04-30,Dinner,FOOD0020,brown rice,80.0,89.6,2.1,19.2,0.7,1.9,5.8
NL00005998,MEM000554,2024-03-20,Lunch,FOOD0020,brown rice,150.0,168.0,3.9,36.0,1.4,3.6,10.8
NL00005999,MEM001552,2024-11-29,Dinner,FOOD0071,greek yogurt,60.0,35.4,6.0,2.2,0.2,0.2,0.7
NL00006000,MEM001013,2024-02-14,Breakfast,FOOD0073,cheese,160.0,160.0,4.8,24.0,4.8,2.4,7.2
NL00006001,MEM000765,2024-07-08,Dinner,FOOD0007,tuna,80.0,105.6,22.4,0.0,1.0,0.0,0.0
NL00006002,MEM002395,2024-11-13,Breakfast,FOOD0055,peach,150.0,150.0,4.5,22.5,4.5,2.2,6.8
NL00006003,MEM001688,2024-08-04,Post-Workout,FOOD0001,chicken breast,230.0,379.5,71.3,0.0,8.3,0.0,0.0
NL00006004,MEM002137,2024-08-26,Breakfast,FOOD0060,almonds,90.0,521.1,18.9,19.8,45.0,2.0,5.9
NL00006005,MEM002038,2024-08-27,Breakfast,FOOD0026,pasta,240.0,314.4,12.0,60.0,2.6,6.0,18.0
NL00006006,MEM000422,2024-09-01,Snack,FOOD0009,shrimp,110.0,132.0,26.4,0.0,2.2,0.0,0.0
NL00006007,MEM001952,2024-11-27,Snack,FOOD0066,chia seeds,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00006008,MEM001449,2024-02-06,Post-Workout,FOOD0025,white bread,250.0,300.0,7.5,62.5,2.5,6.2,18.8
NL00006009,MEM001743,2024-07-01,Breakfast,FOOD0064,olive oil,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00006010,MEM001209,2024-09-22,Snack,FOOD0063,almond butter,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00006011,MEM000434,2024-02-25,Post-Workout,FOOD0026,pasta,90.0,117.9,4.5,22.5,1.0,2.2,6.8
NL00006012,MEM001479,2024-05-15,Breakfast,FOOD0012,egg whites,270.0,270.0,8.1,40.5,8.1,4.1,12.2
NL00006013,MEM000450,2024-01-14,Dinner,FOOD0005,pork chop,90.0,225.0,23.4,0.0,15.3,0.0,0.0
NL00006014,MEM001846,2024-05-31,Dinner,FOOD0010,cod,170.0,204.0,40.8,0.0,3.4,0.0,0.0
NL00006015,MEM001880,2024-02-24,Snack,FOOD0052,pineapple,220.0,114.4,0.7,30.8,0.4,3.1,9.2
NL00006016,MEM001547,2024-03-09,Breakfast,FOOD0005,pork chop,120.0,300.0,31.2,0.0,20.4,0.0,0.0
NL00006017,MEM000312,2024-10-09,Dinner,FOOD0057,kiwi,110.0,110.0,3.3,16.5,3.3,1.6,5.0
NL00006018,MEM000911,2024-07-03,Post-Workout,FOOD0054,watermelon,70.0,42.0,0.4,10.5,0.1,1.0,3.2
NL00006019,MEM000864,2024-05-19,Post-Workout,FOOD0012,egg whites,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00006020,MEM002390,2024-02-25,Dinner,FOOD0029,couscous,80.0,80.0,2.4,12.0,2.4,1.2,3.6
NL00006021,MEM001491,2024-04-24,Lunch,FOOD0031,tortilla,220.0,220.0,6.6,33.0,6.6,3.3,9.9
NL00006022,MEM000668,2024-03-01,Breakfast,FOOD0073,cheese,190.0,190.0,5.7,28.5,5.7,2.8,8.5
NL00006023,MEM001108,2024-10-28,Breakfast,FOOD0032,broccoli,120.0,40.8,3.4,8.4,0.5,0.8,2.5
NL00006024,MEM000186,2024-01-14,Snack,FOOD0028,potato,150.0,129.0,2.4,30.0,0.2,3.0,9.0
NL00006025,MEM001006,2024-09-19,Snack,FOOD0028,potato,290.0,249.4,4.6,58.0,0.3,5.8,17.4
NL00006026,MEM001284,2024-02-16,Dinner,FOOD0060,almonds,180.0,1042.2,37.8,39.6,90.0,4.0,11.9
NL00006027,MEM001008,2024-09-25,Dinner,FOOD0010,cod,290.0,348.0,69.6,0.0,5.8,0.0,0.0
NL00006028,MEM001582,2024-01-20,Snack,FOOD0028,potato,100.0,86.0,1.6,20.0,0.1,2.0,6.0
NL00006029,MEM000121,2024-05-09,Post-Workout,FOOD0008,tilapia,230.0,276.0,55.2,0.0,4.6,0.0,0.0
NL00006030,MEM001125,2024-01-12,Snack,FOOD0021,jasmine rice,110.0,132.0,3.3,27.5,1.1,2.8,8.2
NL00006031,MEM000608,2024-06-03,Breakfast,FOOD0012,egg whites,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00006032,MEM000873,2024-02-19,Post-Workout,FOOD0031,tortilla,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00006033,MEM000951,2024-07-17,Breakfast,FOOD0073,cheese,210.0,210.0,6.3,31.5,6.3,3.2,9.5
NL00006034,MEM000851,2024-06-01,Post-Workout,FOOD0056,pear,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00006035,MEM002110,2024-08-13,Breakfast,FOOD0030,bagel,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00006036,MEM000457,2024-05-05,Snack,FOOD0041,green beans,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00006037,MEM002244,2024-09-01,Lunch,FOOD0031,tortilla,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00006038,MEM001792,2024-02-24,Post-Workout,FOOD0041,green beans,250.0,250.0,7.5,37.5,7.5,3.8,11.2
NL00006039,MEM000727,2024-04-09,Post-Workout,FOOD0077,whey protein,200.0,200.0,6.0,30.0,6.0,3.0,9.0
NL00006040,MEM001352,2024-06-17,Snack,FOOD0013,turkey breast,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00006041,MEM000480,2024-05-26,Breakfast,FOOD0063,almond butter,70.0,70.0,2.1,10.5,2.1,1.0,3.2
NL00006042,MEM002157,2024-03-02,Lunch,FOOD0043,brussels sprouts,180.0,180.0,5.4,27.0,5.4,2.7,8.1
NL00006043,MEM000205,2024-06-02,Post-Workout,FOOD0060,almonds,180.0,1042.2,37.8,39.6,90.0,4.0,11.9
NL00006044,MEM002196,2024-12-05,Snack,FOOD0060,almonds,210.0,1215.9,44.1,46.2,105.0,4.6,13.9
NL00006045,MEM001015,2024-07-29,Lunch,FOOD0048,orange,260.0,156.0,1.3,39.0,0.5,3.9,11.7
NL00006046,MEM000254,2024-10-02,Lunch,FOOD0024,whole wheat bread,240.0,288.0,7.2,60.0,2.4,6.0,18.0
NL00006047,MEM000209,2024-03-05,Lunch,FOOD0007,tuna,60.0,79.2,16.8,0.0,0.8,0.0,0.0
NL00006048,MEM001705,2024-04-07,Post-Workout,FOOD0022,quinoa,200.0,240.0,8.8,42.0,3.8,4.2,12.6
NL00006049,MEM002206,2024-01-28,Dinner,FOOD0020,brown rice,220.0,246.4,5.7,52.8,2.0,5.3,15.8
NL00006050,MEM000483,2024-06-10,Breakfast,FOOD0047,apple,250.0,130.0,0.8,35.0,0.5,3.5,10.5
NL00006051,MEM000302,2024-05-07,Dinner,FOOD0047,apple,240.0,124.8,0.7,33.6,0.5,3.4,10.1
NL00006052,MEM001712,2024-01-03,Post-Workout,FOOD0032,broccoli,190.0,64.6,5.3,13.3,0.8,1.3,4.0
NL00006053,MEM001470,2024-08-21,Dinner,FOOD0053,grapes,80.0,48.0,0.4,12.0,0.2,1.2,3.6
NL00006054,MEM000737,2024-03-11,Dinner,FOOD0065,coconut oil,100.0,100.0,3.0,15.0,3.0,1.5,4.5
NL00006055,MEM001173,2024-04-14,Breakfast,FOOD0047,apple,100.0,52.0,0.3,14.0,0.2,1.4,4.2
NL00006056,MEM000275,2024-01-26,Snack,FOOD0019,white rice,140.0,182.0,3.8,39.2,0.4,3.9,11.8
NL00006057,MEM000709,2024-03-22,Breakfast,FOOD0074,mozzarella,90.0,90.0,2.7,13.5,2.7,1.4,4.0
NL00006058,MEM002070,2024-11-10,Lunch,FOOD0041,green beans,230.0,230.0,6.9,34.5,6.9,3.4,10.4
NL00006059,MEM001877,2024-03-13,Snack,FOOD0033,spinach,200.0,46.0,5.8,7.2,0.8,0.8,2.2
NL00006060,MEM001581,2024-05-10,Snack,FOOD0080,protein bar,280.0,280.0,8.4,42.0,8.4,4.2,12.6
NL00006061,MEM000879,2024-05-12,Snack,FOOD0051,mango,140.0,140.0,4.2,21.0,4.2,2.1,6.3
NL00006062,MEM000432,2024-08-02,Lunch,FOOD0027,sweet potato,270.0,232.2,4.3,54.0,0.3,5.4,16.2
